-0.15,-0.15
-0.1379,-0.15
-0.1258,-0.15
-0.1136,-0.15
-0.1015,-0.15
-0.0894,-0.15
-0.0773,-0.15
-0.0652,-0.15
-0.053,-0.15
-0.0409,-0.15
-0.0288,-0.15
-0.0167,-0.15
-0.0045,-0.15
0.0076,-0.15
0.0197,-0.15
0.0318,-0.15
0.0439,-0.15
0.0561,-0.15
0.0682,-0.15
0.0803,-0.15
0.0924,-0.15
0.1045,-0.15
0.1167,-0.15
0.1288,-0.15
0.1409,-0.15
0.153,-0.15
0.1652,-0.15
0.1773,-0.15
0.1894,-0.15
0.2015,-0.15
0.2136,-0.15
0.2258,-0.15
0.2379,-0.15
0.25,-0.15
0.2621,-0.15
0.2742,-0.15
0.2864,-0.15
0.2985,-0.15
0.3106,-0.15
0.3227,-0.15
0.3348,-0.15
0.347,-0.15
0.3591,-0.15
0.3712,-0.15
0.3833,-0.15
0.3955,-0.15
0.4076,-0.15
0.4197,-0.15
0.4318,-0.15
0.4439,-0.15
0.4561,-0.15
0.4682,-0.15
0.4803,-0.15
0.4924,-0.15
0.5045,-0.15
0.5167,-0.15
0.5288,-0.15
0.5409,-0.15
0.553,-0.15
0.5652,-0.15
0.5773,-0.15
0.5894,-0.15
0.6015,-0.15
0.6136,-0.15
0.6258,-0.15
0.6379,-0.15
0.65,-0.15
0.6621,-0.15
0.6742,-0.15
0.6864,-0.15
0.6985,-0.15
0.7106,-0.15
0.7227,-0.15
0.7348,-0.15
0.747,-0.15
0.7591,-0.15
0.7712,-0.15
0.7833,-0.15
0.7955,-0.15
0.8076,-0.15
0.8197,-0.15
0.8318,-0.15
0.8439,-0.15
0.8561,-0.15
0.8682,-0.15
0.8803,-0.15
0.8924,-0.15
0.9045,-0.15
0.9167,-0.15
0.9288,-0.15
0.9409,-0.15
0.953,-0.15
0.9652,-0.15
0.9773,-0.15
0.9894,-0.15
1.0015,-0.15
1.0136,-0.15
1.0258,-0.15
1.0379,-0.15
1.05,-0.15
1.05,-0.15
1.051,-0.147
1.052,-0.1439
1.053,-0.1409
1.054,-0.1379
1.0551,-0.1348
1.0561,-0.1318
1.0571,-0.1288
1.0581,-0.1258
1.0591,-0.1227
1.0601,-0.1197
1.0611,-0.1167
1.0621,-0.1136
1.0631,-0.1106
1.0641,-0.1076
1.0652,-0.1045
1.0662,-0.1015
1.0672,-0.0985
1.0682,-0.0955
1.0692,-0.0924
1.0702,-0.0894
1.0712,-0.0864
1.0722,-0.0833
1.0732,-0.0803
1.0742,-0.0773
1.0753,-0.0742
1.0763,-0.0712
1.0773,-0.0682
1.0783,-0.0652
1.0793,-0.0621
1.0803,-0.0591
1.0813,-0.0561
1.0823,-0.053
1.0833,-0.05
1.0843,-0.047
1.0854,-0.0439
1.0864,-0.0409
1.0874,-0.0379
1.0884,-0.0348
1.0894,-0.0318
1.0904,-0.0288
1.0914,-0.0258
1.0924,-0.0227
1.0934,-0.0197
1.0944,-0.0167
